,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.4,0.6,2.41,6.18,6.41,2.85,3.79,4.5,10.58,4.25,4.36,6.43,12.56
Expenses,2.04,0.85,3.21,4.94,5.71,3.39,4.29,4.38,10.58,4.46,5.46,5.36,12.4
Operating Profit,-0.64,-0.25,-0.8,1.24,0.7,-0.54,-0.5,0.12,0.0,-0.21,-1.1,1.07,0.16
OPM %,-45.71,-41.67,-33.2,20.06,10.92,-18.95,-13.19,2.67,0.0,-4.94,-25.23,16.64,1.27
Other Income,0.06,0.3,1.23,0.81,0.98,0.83,0.39,0.29,0.52,0.15,0.69,0.48,0.99
Interest,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.03,0.03
Profit before tax,-0.6,0.05,0.43,2.05,1.67,0.28,-0.13,0.39,0.49,-0.09,-0.44,1.52,1.12
Tax %,0.0,0.0,0.0,23.9,7.78,-75.0,15.38,20.51,20.41,-11.11,-4.55,16.45,18.75
Net Profit,-0.6,0.05,0.43,1.55,1.54,0.48,-0.11,0.3,0.39,-0.09,-0.46,1.27,0.92
EPS in Rs,-1.23,0.1,0.88,3.18,3.16,0.99,-0.23,0.62,0.8,-0.18,-0.94,2.61,1.89
