,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87
Reserves,21.41,22.88,24.46,25.76,25.97,30.27,31.4,31.24,17.44,30.98,41.38,44.51,60.42
Borrowings,6.68,4.97,5.45,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
Other Liabilities,0.24,0.24,0.1,0.08,0.08,0.08,0.35,0.08,0.16,0.07,0.27,0.75,0.54
Total Liabilities,33.2,32.96,34.88,30.71,30.92,35.22,36.62,36.19,22.72,35.92,46.52,50.13,65.83
Fixed Assets,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.73,0.68
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,6.08,6.48,6.01,6.53,5.97,12.63,16.16,17.39,9.95,12.58,15.58,16.48,30.15
Other Assets,27.06,26.47,28.86,24.18,24.95,22.59,20.46,18.8,12.77,23.34,30.16,32.92,35.0
Total Assets,33.2,32.96,34.88,30.71,30.92,35.22,36.62,36.19,22.72,35.92,46.52,50.13,65.83
