,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,111.0,119.0,122.0,135.0,134.0
Expenses,92.0,104.0,112.0,112.0,111.0
Operating Profit,19.0,15.0,10.0,23.0,23.0
OPM %,17.0,13.0,8.0,17.0,17.0
Other Income,0.0,1.0,1.0,1.0,0.0
Interest,1.0,1.0,1.0,2.0,2.0
Depreciation,3.0,3.0,3.0,5.0,5.0
Profit before tax,16.0,12.0,6.0,17.0,17.0
Tax %,25.0,23.0,24.0,23.0,20.0
Net Profit,12.0,9.0,5.0,14.0,14.0
EPS in Rs,9.82,7.75,4.39,11.84,12.25
