,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,29.13,29.13,29.13,33.88,33.88
Public,70.87,70.87,70.87,66.12,66.13
No. of Shareholders,158.0,156.0,157.0,563.0,739.0
