,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,496.0,805.0,1087.0,859.0,1153.0,1151.0,1260.0,1265.0,1327.0,808.0,1078.0,924.0,922.0
Expenses,476.0,793.0,1054.0,835.0,1118.0,1116.0,1224.0,1226.0,1284.0,779.0,1041.0,894.0,890.0
Operating Profit,20.0,12.0,33.0,24.0,35.0,36.0,36.0,39.0,42.0,29.0,38.0,30.0,32.0
OPM %,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
Other Income,2.0,6.0,0.0,6.0,7.0,-5.0,-5.0,-7.0,4.0,-2.0,-7.0,6.0,-3.0
Interest,2.0,-0.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,6.0,6.0,5.0,6.0
Depreciation,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Profit before tax,17.0,14.0,28.0,25.0,37.0,25.0,26.0,27.0,38.0,18.0,21.0,28.0,20.0
Tax %,15.0,19.0,-36.0,16.0,17.0,18.0,17.0,20.0,19.0,27.0,19.0,17.0,16.0
Net Profit,14.0,11.0,38.0,21.0,31.0,21.0,22.0,22.0,31.0,13.0,17.0,24.0,17.0
EPS in Rs,9.0,6.89,23.88,12.85,18.48,13.52,13.77,13.44,19.02,8.31,10.86,14.29,11.03
