,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,46.57,46.57,46.57,46.57,46.57,46.57,46.57,46.57
Public,53.43,53.43,53.43,53.43,53.43,53.43,53.44,53.45
No. of Shareholders,3030.0,3015.0,3022.0,3061.0,3071.0,3108.0,3348.0,3450.0
