,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.88,0.97,1.78,1.34,2.74,2.68,4.52,3.12,1.15,1.62,0.13,0.0,0.00
Expenses,1.93,1.21,1.52,1.4,3.03,2.67,4.17,3.16,1.66,1.47,20.0,0.15,0.05
Operating Profit,-0.05,-0.24,0.26,-0.06,-0.29,0.01,0.35,-0.04,-0.51,0.15,-19.87,-0.15,-0.05
OPM %,-2.66,-24.74,14.61,-4.48,-10.58,0.37,7.74,-1.28,-44.35,9.26,-15284.62,,
Other Income,0.12,0.33,-0.5,0.16,1.31,0.24,-0.43,0.19,0.42,0.49,-0.3,0.28,0.54
Interest,0.03,0.03,0.28,0.08,0.21,0.14,0.05,0.14,0.14,0.16,0.12,0.13,0.11
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,0.04,0.06,-0.52,0.02,0.81,0.11,-0.13,0.01,-0.23,0.48,-20.29,0.0,0.38
Tax %,50.0,66.67,21.15,0.0,11.11,27.27,0.0,0.0,0.0,14.58,8.18,,86.84
Net Profit,0.02,0.02,-0.41,0.01,0.72,0.09,-0.13,0.01,-0.23,0.41,-18.63,-0.4,0.04
EPS in Rs,0.0,0.0,-0.02,0.0,0.04,0.01,-0.01,0.0,-0.01,0.02,-1.11,-0.02,0.00
