,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,11.0,16,16,29,20,16.0,19,17,14
Inventory Days,46.0,48,46,48,36,57.0,102,67,73
Days Payable,80.0,87,92,136,132,126.0,221,126,125
Cash Conversion Cycle,-24.0,-23,-30,-60,-76,-53.0,-100,-43,-38
Working Capital Days,-7.0,-8,-15,-24,-44,-36.0,-35,-8,2
ROCE %,,-8,1,-1,-8,,11,33,3
