,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-28,-89,221,127,39,-119,182,200,-81
Cash from Investing Activity,-34,207,-3,-33,53,40,-18,-75,-348
Cash from Financing Activity,65,-115,-208,-111,-93,87,-174,-123,479
Net Cash Flow,3,3,10,-17,-1,8,-9,2,50
