,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,71.43,71.43,71.44,71.48,71.49,71.18,69.75
FIIs,8.24,9.03,8.19,4.78,4.86,3.52,2.92
DIIs,15.8,15.0,15.53,16.44,13.63,11.23,11.25
Public,4.53,4.54,4.84,7.3,10.02,14.06,16.07
No. of Shareholders,13015.0,11933.0,11041.0,13583.0,14015.0,13033.0,13198.0
