,2012-06-01,2013-06-01,2014-06-01,2015-06-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9.56,9.56,9.56,9.56,9.56,9.56,9.56,9.56,9.56,9.56,9.56,9.56,9.56
Reserves,-2.33,-1.92,-1.8,-1.37,0.48,2.58,6.27,-6.09,-6.2,-7.5,-7.98,-7.47,-7.16
Borrowings,15.1,14.74,22.18,21.43,24.93,27.1,30.76,28.61,26.77,25.51,26.19,26.4,24.88
Other Liabilities,2.02,1.84,2.08,3.85,3.4,5.93,8.55,8.49,11.03,8.61,8.52,13.27,11.57
Total Liabilities,24.35,24.22,32.02,33.47,38.37,45.17,55.14,40.57,41.16,36.18,36.29,41.76,38.85
Fixed Assets,10.84,10.61,11.85,13.1,12.99,12.41,18.3,18.97,18.15,17.08,16.27,16.2,15.66
CWIP,0.0,0.0,1.07,0.0,0.0,3.03,0.87,0.87,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.06,0.06
Other Assets,13.51,13.61,16.24,20.37,25.38,29.73,35.97,20.7,23.01,19.1,20.02,25.5,23.13
Total Assets,24.35,24.22,32.02,33.47,38.37,45.17,55.14,40.57,41.16,36.18,36.29,41.76,38.85
