,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,17,20,24,5
Cash from Investing Activity,,-66,-27,-22,-10
Cash from Financing Activity,,55,-1,-1,-7
Net Cash Flow,,6,-9,1,-11
