,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1.0,12,12,13,13,13
Reserves,,45,65,117,143,149
Borrowings,,49,50,51,35,33
Other Liabilities,,63,47,66,46,39
Total Liabilities,,169,173,248,237,235
Fixed Assets,,41,44,110,106,110
CWIP,,39,59,10,18,0
Investments,,0,0,34,36,37
Other Assets,,88,70,94,77,88
Total Assets,,169,173,248,237,235
