,2016-03-01,2017-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,90.0,95,63.0,64,84,46,50
Inventory Days,54.0,51,30.0,32,38,40,47
Days Payable,84.0,81,84.0,82,101,63,59
Cash Conversion Cycle,60.0,65,9.0,14,22,22,38
Working Capital Days,70.0,75,28.0,41,48,32,46
ROCE %,,23,,13,31,39,37
