,2016-03-01,2017-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,214,-26,165,70,118,167,104
Cash from Investing Activity,-10,-8,1,-24,-22,-116,-73
Cash from Financing Activity,-221,24,-176,-45,-91,-4,-44
Net Cash Flow,-16,-10,-11,2,5,47,-13
