,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,58.0,45
Inventory Days,,165.0,133
Days Payable,,154.0,129
Cash Conversion Cycle,,69.0,49
Working Capital Days,,57.0,38
ROCE %,,,-1
