,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-1.09,-0.28,0.33,0.0,1.23,5.94,3.19,-2.45,1.8
Cash from Investing Activity,0.22,0.3,-0.32,-0.18,-1.47,-4.4,-4.42,1.99,-11.53
Cash from Financing Activity,0.5700000000000001,0.22,0.13,-0.27,0.12,-0.87,0.5700000000000001,0.81,10.48
Net Cash Flow,-0.31,0.24,0.14,-0.45,-0.12,0.67,-0.65,0.36,0.75
