,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.55,0.55,0.55,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35
Reserves,0.87,0.87,2.72,0.89,0.9,0.92,1.17,1.34,1.47,1.52,1.59,1.6,1.44
Borrowings,1.05,1.14,0.07,0.06,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.0,0.0,0.04,0.04,0.03,0.04,2.03,4.18,6.08,6.1,6.7,6.61,6.72
Total Liabilities,2.47,2.56,3.38,4.34,4.32,4.33,6.55,8.87,10.9,10.97,11.64,11.56,11.51
Fixed Assets,0.0,0.18,0.15,0.12,0.1,0.08,0.08,0.07,0.02,0.06,0.06,0.04,0.06
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.84,0.35,1.16,1.16,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Other Assets,1.63,2.03,2.07,3.06,4.02,4.05,6.27,8.6,10.68,10.71,11.38,11.32,11.25
Total Assets,2.47,2.56,3.38,4.34,4.32,4.33,6.55,8.87,10.9,10.97,11.64,11.56,11.51
