,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,59.1,58.93,58.87,58.87,58.87,58.87,58.73,56.25,56.11
FIIs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.44,8.4
DIIs,12.49,4.77,4.33,4.3,4.3,4.3,11.38,0.0,0.0
Public,28.41,36.3,36.81,36.83,36.83,36.83,29.89,32.31,35.5
No. of Shareholders,8563.0,10570.0,9696.0,9035.0,8517.0,8567.0,9991.0,11747.0,14766.0
