,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,216.95,225.55,254.15,212.24,306.96,303.19,367.38,355.48,406.48,367.85,368.97,302.67,315.9
Expenses,196.33,195.49,223.26,194.24,277.43,274.48,324.62,311.66,356.55,314.16,318.28,275.85,288.09
Operating Profit,20.62,30.06,30.89,18.0,29.53,28.71,42.76,43.82,49.93,53.69,50.69,26.82,27.81
OPM %,9.5,13.33,12.15,8.48,9.62,9.47,11.64,12.33,12.28,14.6,13.74,8.86,8.8
Other Income,2.44,2.71,8.77,1.42,6.78,5.8,5.67,3.02,1.52,4.91,5.14,3.41,2.23
Interest,8.76,7.69,6.8,5.96,5.88,6.4,6.55,7.58,7.8,8.67,7.7,6.74,7.61
Depreciation,12.13,11.36,10.86,10.88,10.78,10.3,9.9,9.86,10.45,10.23,10.23,10.54,10.71
Profit before tax,2.17,13.72,22.0,2.58,19.65,17.81,31.98,29.4,33.2,39.7,37.9,12.95,11.72
Tax %,65.9,19.61,23.64,-27.91,40.25,31.27,39.21,35.27,-5.81,25.84,26.62,25.71,25.34
Net Profit,0.74,11.03,16.8,3.3,11.74,12.24,19.45,19.02,35.13,29.44,27.82,9.62,8.76
EPS in Rs,0.22,3.23,4.91,0.96,3.43,3.58,5.69,5.56,10.26,8.6,8.13,2.81,2.56
