,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,5.54,1.22,4.23,2.3,2.63,3.3,3.17,3.83,4.11,1.02,0.36,0.00,0.00
Expenses,6.42,2.16,6.61,2.68,3.38,4.94,5.04,4.57,5.14,3.05,2.08,0.28,0.33
Operating Profit,-0.88,-0.94,-2.38,-0.38,-0.75,-1.64,-1.87,-0.74,-1.03,-2.03,-1.72,-0.28,-0.33
OPM %,-15.88,-77.05,-56.26,-16.52,-28.52,-49.7,-58.99,-19.32,-25.06,-199.02,-477.78,,
Other Income,0.36,0.12,0.37,0.25,0.3,1.94,8.52,3.81,0.32,0.15,0.42,-0.26,0.17
Interest,0.42,0.52,0.36,0.45,0.43,0.37,0.21,0.03,0.03,0.03,0.03,0.02,0.01
Depreciation,0.15,0.15,0.14,0.14,0.14,0.16,0.14,0.15,0.16,0.13,0.1,0.07,0.07
Profit before tax,-1.09,-1.49,-2.51,-0.72,-1.02,-0.23,6.3,2.89,-0.9,-2.04,-1.43,-0.63,-0.24
Tax %,28.44,7.38,35.86,27.78,27.45,-247.83,3.81,-2.08,118.89,33.82,-2.8,26.98,120.83
Net Profit,-0.79,-1.39,-1.62,-0.52,-0.75,-0.79,6.06,2.95,0.18,-1.34,-1.47,-0.46,0.05
EPS in Rs,-2.35,-4.13,-4.82,-1.55,-2.23,-2.35,18.03,8.78,0.54,-3.99,-4.37,-1.37,0.15
