,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,22.52,43.94,29.38,52.0,36.65,22.39,27.69,40.17,44.55,5.51
Inventory Days,51.93,53.92,60.31,61.69,80.97,76.87,186.19,177.69,284.97,153.95
Days Payable,28.94,55.26,25.12,56.6,66.48,67.71,171.44,217.78,194.36,227.54
Cash Conversion Cycle,45.51,42.6,64.57,57.1,51.15,31.55,42.44,0.08,135.16,-68.09
Working Capital Days,105.4,113.51,124.27,87.25,121.05,105.76,265.57,201.59,563.21,262.34
ROCE %,,-1.82,1.17,7.38,2.89,-6.9,-10.88,-12.61,-13.44,-17.88
