,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,56.73,64.81,71.53,71.53,71.53,68.64,68.64,68.99
Public,43.27,35.19,28.47,28.47,28.47,31.36,31.36,31.01
No. of Shareholders,801.0,944.0,918.0,884.0,904.0,988.0,1164.0,1384.0
