,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4.28,1.1,10.05,25.49,30.75
Expenses,4.16,0.92,9.67,24.73,30.23
Operating Profit,0.12,0.18,0.38,0.76,0.52
OPM %,2.8,16.36,3.78,2.98,1.69
Other Income,0.02,0.03,0.03,0.08,0.08
Interest,0.02,0.0,0.01,0.04,0.05
Depreciation,0.05,0.17,0.21,0.2,0.16
Profit before tax,0.07,0.04,0.19,0.6,0.39
Tax %,28.57,100.0,15.79,25.0,
Net Profit,0.05,0.0,0.16,0.44,0.29
EPS in Rs,0.7,0.0,1.05,0.94,0.62
