,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,8.88,10.61,14.91,15.84
Expenses,8.69,10.03,14.73,15.5
Operating Profit,0.19,0.58,0.18,0.34
OPM %,2.14,5.47,1.21,2.15
Other Income,0.02,0.04,0.04,0.04
Interest,0.01,0.02,0.02,0.03
Depreciation,0.09,0.11,0.09,0.07
Profit before tax,0.11,0.49,0.11,0.28
Tax %,18.18,24.49,27.27,25.0
Net Profit,0.1,0.36,0.08,0.21
EPS in Rs,0.65,0.77,0.17,0.45
