,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,67.37,16.59,138.74,36.37
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,67.37,16.59,138.74,36.37
Working Capital Days,156.92,939.05,134.74,59.85
ROCE %,,1.13,4.43,10.20
