,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.71,1.53,1.53,4.7,4.7
Reserves,0.05,0.06,0.22,2.25,2.45
Borrowings,2.2,2.54,3.14,0.71,1.25
Other Liabilities,3.59,1.81,1.79,2.26,2.23
Total Liabilities,6.55,5.94,6.68,9.92,10.63
Fixed Assets,0.88,1.01,0.8,0.67,3.25
CWIP,0.19,0.0,0.0,2.43,0.0
Investments,0.0,0.0,0.0,0.0,0.0
Other Assets,5.48,4.93,5.88,6.82,7.38
Total Assets,6.55,5.94,6.68,9.92,10.63
