,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,0,0,0,0,0,0,0,0,0,0,0
Reserves,9,9,10,10,10,10,78,77,80,89,101,114,123
Borrowings,5,5,3,6,8,3,3,3,1,0,0,0,0
Other Liabilities,1,2,1,1,1,2,1,2,2,2,2,1,1
Total Liabilities,15,16,14,18,19,15,83,82,83,91,103,115,125
Fixed Assets,3,3,3,3,3,3,27,25,23,21,19,17,17
CWIP,0,0,0,1,0,0,0,0,0,0,0,0,0
Investments,3,3,8,9,9,8,51,53,57,66,78,89,98
Other Assets,9,10,3,6,7,4,4,5,4,4,6,8,10
Total Assets,15,16,14,18,19,15,83,82,83,91,103,115,125
