,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.11,74.11,70.02,70.02
FIIs,0.09,0.1,0.24,0.67
Public,25.8,25.79,29.72,29.31
No. of Shareholders,14877.0,27489.0,34317.0,41371.0
