,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,22.83,13.87,25.0,8.83,26.98,20.47,34.95,23.06,50.14,29.08,54.79,25.53,41.64
Expenses,18.52,11.46,22.79,7.3,24.52,17.25,31.68,20.58,44.97,26.76,53.18,22.31,38.09
Operating Profit,4.31,2.41,2.21,1.53,2.46,3.22,3.27,2.48,5.17,2.32,1.61,3.22,3.55
OPM %,18.88,17.38,8.84,17.33,9.12,15.73,9.36,10.75,10.31,7.98,2.94,12.61,8.53
Other Income,0.69,0.17,1.39,0.67,0.38,0.2,0.61,0.55,0.19,0.22,0.4,0.04,0.07
Interest,3.29,2.0,2.7,1.8,2.38,2.82,2.12,1.97,1.95,2.53,1.31,1.98,1.99
Depreciation,0.23,0.17,0.31,0.23,0.25,0.22,0.2,0.22,0.21,0.23,0.39,0.28,0.23
Profit before tax,1.48,0.41,0.59,0.17,0.21,0.38,1.56,0.84,3.2,-0.22,0.31,1.0,1.4
Tax %,13.51,29.27,38.98,29.41,28.57,28.95,26.92,28.57,26.88,0.0,29.03,24.0,30.0
Net Profit,1.29,0.29,0.35,0.12,0.15,0.27,1.15,0.6,2.34,-0.21,0.23,0.76,0.99
EPS in Rs,0.39,0.09,0.11,0.04,0.05,0.08,0.35,0.18,0.71,-0.06,0.07,0.23,0.3
