,2008-03-01,2009-03-01,2010-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,28,27,27,53,53,53,53,51,51,51,51,51,51
Reserves,314,304,311,474,750,858,1032,1157,1367,2246,2445,2027,2068
Borrowings,423,475,408,0,9,0,0,0,0,0,0,0,5
Other Liabilities,181,209,251,91,64,81,73,57,53,112,135,127,145
Total Liabilities,946,1015,997,619,875,992,1159,1266,1471,2409,2632,2205,2270
Fixed Assets,367,405,393,169,146,171,179,209,225,265,297,321,344
CWIP,22,7,4,2,0,0,0,0,3,6,0,0,1
Investments,14,8,8,299,605,732,913,1001,1133,2047,2208,1754,1749
Other Assets,543,595,591,149,124,89,67,55,110,91,127,130,176
Total Assets,946,1015,997,619,875,992,1159,1266,1471,2409,2632,2205,2270
