,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,14.5,10.47,-1.49,-10.42
Cash from Investing Activity,-4.65,-10.81,-43.37,-16.03
Cash from Financing Activity,-9.43,0.35,44.45,29.19
Net Cash Flow,0.41,0.02,-0.41,2.74
