,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10,10,10,10,10,10,10,10,10,10,10,10,10
Reserves,50,47,49,74,81,92,102,106,83,99,104,110,135
Borrowings,1,1,2,0,1,5,5,5,2,0,0,2,0
Other Liabilities,1,1,1,9,4,4,4,10,4,1,2,5,11
Total Liabilities,62,59,62,92,95,111,121,131,98,110,116,127,155
Fixed Assets,2,2,2,2,2,2,2,1,1,1,1,2,2
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,34,29,42,65,64,76,76,92,65,83,85,91,107
Other Assets,26,29,18,25,30,33,43,37,31,25,30,34,46
Total Assets,62,59,62,92,95,111,121,131,98,110,116,127,155
