,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,18.65,30.72,39.19,16.41,23.99,27.7,30.25,30.96,40.54,42.16,44.89,47.68,56.95
Expenses,16.39,28.81,36.78,14.51,18.48,23.01,25.37,25.17,34.5,36.38,39.85,43.06,49.83
Operating Profit,2.26,1.91,2.41,1.9,5.51,4.69,4.88,5.79,6.04,5.78,5.04,4.62,7.12
OPM %,12.12,6.22,6.15,11.58,22.97,16.93,16.13,18.7,14.9,13.71,11.23,9.69,12.50
Other Income,0.85,1.37,1.06,1.27,1.18,1.04,1.43,1.21,1.33,0.98,0.6,1.08,0.00
Interest,0.99,0.88,0.67,0.54,0.62,1.15,1.85,2.44,2.71,2.63,2.55,2.17,2.06
Depreciation,1.02,1.01,1.1,1.1,0.84,0.86,0.71,0.8,0.79,0.7,0.56,0.75,0.69
Profit before tax,1.1,1.39,1.7,1.53,5.23,3.72,3.75,3.76,3.87,3.43,2.53,2.78,4.37
Tax %,20.0,19.42,12.35,6.54,22.56,18.55,16.53,21.54,14.99,16.91,17.79,14.39,
Net Profit,0.88,1.12,1.49,1.44,4.05,3.03,3.13,2.96,3.29,2.84,2.08,2.38,3.61
EPS in Rs,0.51,0.64,0.86,0.83,2.34,1.75,1.81,1.71,1.9,1.64,1.2,1.37,2.09
