,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7.61,7.61,7.61,7.61,7.61,7.61,7.61,7.61,7.61,7.61,7.61,7.61,7.61
Reserves,6.01,6.88,12.54,14.46,15.03,15.13,15.22,16.23,16.58,14.17,14.72,12.73,13.35
Borrowings,24.52,23.46,22.16,23.02,26.27,26.86,29.63,32.34,38.0,40.45,41.08,41.42,37.54
Other Liabilities,8.74,7.55,6.23,9.21,10.69,9.56,12.59,10.16,14.36,12.82,17.07,18.25,17.02
Total Liabilities,46.88,45.5,48.54,54.3,59.6,59.16,65.05,66.34,76.55,75.05,80.48,80.01,75.52
Fixed Assets,9.24,8.55,7.78,7.17,7.13,6.5,5.98,5.35,4.98,4.43,3.93,3.51,3.34
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,37.64,36.95,40.76,47.13,52.47,52.66,59.07,60.99,71.57,70.62,76.55,76.5,72.18
Total Assets,46.88,45.5,48.54,54.3,59.6,59.16,65.05,66.34,76.55,75.05,80.48,80.01,75.52
