,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,67.47,67.47,67.47,67.47,67.47,67.47,67.47,54.18
DIIs,0.0,0.96,0.96,0.96,0.0,0.0,0.0,0.0
Public,32.53,31.57,31.57,31.57,32.53,32.53,32.53,45.82
No. of Shareholders,709.0,703.0,703.0,700.0,720.0,759.0,1080.0,946.0
