,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,47.81,47.81,47.81,47.81,47.81,67.42,67.47,67.46
DIIs,1.66,1.43,1.43,1.43,1.43,1.43,1.43,1.43
Public,50.53,50.77,50.77,50.76,50.76,31.15,31.1,31.13
No. of Shareholders,7469.0,7728.0,7665.0,7598.0,8348.0,10854.0,11952.0,12359.0
