,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,11,11,11,11,11,11,11,11,11,11,11,11,11
Reserves,9,11,14,17,21,24,28,31,36,44,52,63,72
Borrowings,10,6,4,15,16,25,32,28,27,14,23,23,0
Other Liabilities,13,14,15,14,17,21,20,20,20,22,34,40,56
Total Liabilities,43,42,44,57,66,80,90,90,94,90,120,137,139
Fixed Assets,12,10,9,14,22,29,31,41,42,39,40,53,54
CWIP,0,0,0,7,0,0,2,0,0,1,2,1,0
Investments,0,0,0,0,1,0,0,0,0,3,4,4,5
Other Assets,31,32,35,36,43,51,57,49,51,48,74,78,80
Total Assets,43,42,44,57,66,80,90,90,94,90,120,137,139
