,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,60.8,61.97,67.75,65.2,52.39,26.83
Inventory Days,83.99,111.53,60.42,125.2,147.76,122.75
Days Payable,112.41,107.93,102.18,153.54,93.01,80.69
Cash Conversion Cycle,32.38,65.58,25.98,36.86,107.14,68.89
Working Capital Days,49.75,60.09,51.22,65.94,114.65,52.99
ROCE %,,11.76,10.8,9.51,8.3,15.16
