,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Promoters,61.57,61.57,61.57,61.57,61.57
Public,38.43,38.43,38.42,38.43,38.44
No. of Shareholders,142.0,122.0,90.0,90.0,93.0
