,2021-03-01,2022-03-01,2023-03-01
Equity Capital,1.9,4.4,4.4
Reserves,,0.5700000000000001,0.5700000000000001
Borrowings,,5.72,6.34
Other Liabilities,,6.85,7.09
Total Liabilities,,17.54,18.4
Fixed Assets,,0.28,0.24
CWIP,,0.0,0.0
Investments,,0.27,0.27
Other Assets,,16.99,17.89
Total Assets,,17.54,18.4
