,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,-0.39,0.02
Cash from Investing Activity,,-3.27,-0.24
Cash from Financing Activity,,3.69,0.24
Net Cash Flow,,0.03,0.02
