,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,163.81,204.7
Inventory Days,,210.48,261.85
Days Payable,,186.79,206.97
Cash Conversion Cycle,,187.5,259.58
Working Capital Days,,157.76,247.17
ROCE %,,,4.91
