,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,84,84,88,88,88,88,133,133,133,133,200,201,201
Reserves,480,529,673,637,418,509,579,149,-87,-48,50,189,219
Borrowings,10,7,3,124,705,774,810,830,2434,2487,2567,2623,2594
Other Liabilities,1407,1623,1822,1981,2415,2587,2984,5932,6167,5748,5805,6085,6428
Total Liabilities,1981,2243,2586,2830,3625,3959,4505,7044,8648,8319,8621,9098,9443
Fixed Assets,597,762,991,1032,1339,1273,1459,2439,3862,3971,4186,4418,4552
CWIP,196,259,78,95,75,171,112,227,250,124,122,182,171
Investments,126,10,13,143,61,104,453,324,406,77,306,573,477
Other Assets,1063,1212,1504,1561,2150,2411,2481,4055,4129,4147,4007,3924,4243
Total Assets,1981,2243,2586,2830,3625,3959,4505,7044,8648,8319,8621,9098,9443
