,2022-03-01,2023-03-01,2023-09-01
Promoters,50.37,50.37,21.81
FIIs,5.09,5.6,14.27
DIIs,18.73,13.41,30.53
Public,25.8,30.62,33.41
No. of Shareholders,86488.0,74306.0,64873.0
