,2015-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,44,37,36,58,58,56,79
Cash from Investing Activity,,-48,-46,-44,-32,-37,-60,-89
Cash from Financing Activity,,-6,7,9,-18,-10,-13,11
Net Cash Flow,,-11,-2,0,8,11,-17,1
