,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,35.52,35.52,35.29,35.92,35.92,35.92,35.92,35.92
DIIs,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
Public,63.49,63.49,63.71,63.09,63.09,63.09,63.1,63.09
No. of Shareholders,15707.0,15700.0,15674.0,15631.0,15628.0,15578.0,15560.0,15532.0
