,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
Expenses,0.18,0.27,0.23,0.19,0.15,0.22,1.02,0.17,0.24,0.16,0.17,0.18,0.2
Operating Profit,-0.18,-0.27,-0.23,-0.19,-0.15,-0.22,-1.02,-0.17,-0.24,-0.16,-0.17,-0.18,-0.2
OPM %,,,,,,,,,,,,,
Other Income,0.04,0.11,0.16,0.25,0.58,35.87,0.58,3.83,1.30,0.71,0.61,0.63,0.7000000000000001
Interest,0.00,0.00,0.00,0.0,0.00,27.79,0.02,0.01,0.00,0.00,0.00,0.00,0.0
Depreciation,0.39,0.39,0.35,0.06,0.05,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.0
Profit before tax,-0.53,-0.55,-0.42,0.0,0.38,7.82,-0.48,3.65,1.06,0.55,0.44,0.45,0.5
Tax %,-107.55,30.91,23.81,,0.00,12.15,25.00,-3.56,23.58,27.27,27.27,26.67,
Net Profit,-1.10,-0.38,-0.32,0.07,0.38,6.88,-0.37,3.77,0.81,0.41,0.32,0.34,0.37
EPS in Rs,-1.42,-0.49,-0.41,0.09,0.49,8.88,-0.48,4.86,1.05,0.53,0.41,0.44,0.47000000000000003
