,2012-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,,,,,,0,48,4
Inventory Days,,,,,,,,,
Days Payable,,,,,,,,,
Cash Conversion Cycle,,,,,,,0,48,4
Working Capital Days,,,,,,,-1934,18,56
ROCE %,,,-12,-35,-146,-94,-1,-5,3
