,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,15.55,9.01,14.86,6.35,8.96,6.18,11.55,3.64,3.31,3.85,6.21,3.43,3.47
Expenses,14.37,7.71,12.99,4.86,7.67,5.04,10.53,2.87,2.56,3.04,5.03,2.72,2.69
Operating Profit,1.18,1.3,1.87,1.49,1.29,1.14,1.02,0.77,0.75,0.81,1.18,0.71,0.78
OPM %,7.59,14.43,12.58,23.46,14.4,18.45,8.83,21.15,22.66,21.04,19.0,20.7,22.48
Other Income,0.11,0.1,0.11,0.04,0.1,0.08,0.21,0.09,0.13,0.08,0.12,0.12,0.14
Interest,0.43,0.5,0.56,0.42,0.4,0.38,0.45,0.37,0.41,0.39,0.52,0.35,0.43
Depreciation,0.24,0.25,0.23,0.26,0.27,0.28,0.27,0.3,0.3,0.31,0.31,0.31,0.31
Profit before tax,0.62,0.65,1.19,0.85,0.72,0.56,0.51,0.19,0.17,0.19,0.47,0.17,0.18
Tax %,14.52,23.08,43.7,25.88,20.83,7.14,47.06,5.26,17.65,26.32,74.47,-35.29,38.89
Net Profit,0.53,0.51,0.68,0.63,0.57,0.53,0.27,0.18,0.13,0.14,0.14,0.23,0.11
EPS in Rs,0.08,0.07,0.1,0.09,0.08,0.08,0.04,0.03,0.02,0.02,0.02,0.03,0.02
