,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.0,0.42,1.75,6.09,26.49,31.31,61.69,34.7,20.24,27.78,20.15,19.29
Expenses,0.13,0.23,0.39,1.4,5.86,25.23,28.44,58.27,18.88,11.91,8.5,6.75,6.81
Operating Profit,-0.13,-0.23,0.03,0.35,0.23,1.26,2.87,3.42,15.82,8.33,19.28,13.4,12.48
OPM %,,,7.14,20.0,3.78,4.76,9.17,5.54,45.59,41.16,69.4,66.5,64.70
Other Income,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.26,0.42,0.02,6.89,0.4,0.55
Interest,0.00,0.0,0.0,0.0,0.04,0.16,0.45,0.43,11.26,14.96,19.51,12.15,9.09
Depreciation,0.00,0.0,0.0,0.05,0.08,0.21,0.19,0.26,0.51,0.43,0.37,0.31,0.32
Profit before tax,-0.08,0.0,0.03,0.3,0.11,0.89,2.23,2.99,4.47,-7.04,6.29,1.34,3.62
Tax %,0.00,,33.33,20.0,72.73,73.03,55.16,60.54,34.23,-0.43,40.22,58.21,
Net Profit,-0.09,0.0,0.03,0.24,0.03,0.24,1.0,1.18,2.95,-7.07,3.77,0.56,2.52
EPS in Rs,,0.0,0.0,0.01,0.0,0.01,0.05,0.06,0.14,-0.33,0.18,0.03,0.12
