,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,4.43,3.78,7.4,5.61,7.13,7.3,6.67,5.56,5.55,5.18,3.86,6.02,4.23
Expenses,0.86,0.45,10.03,1.26,2.05,1.84,3.33,1.18,0.6,0.57,5.02,0.68,0.54
Operating Profit,3.57,3.33,-2.63,4.35,5.08,5.46,3.34,4.38,4.95,4.61,-1.16,5.34,3.69
OPM %,80.59,88.1,-35.54,77.54,71.25,74.79,50.07,78.78,89.19,89.0,-30.05,88.7,87.23
Other Income,0.0,0.0,0.02,0.0,0.0,0.0,7.95,0.06,0.04,0.13,0.16,0.13,0.13
Interest,2.9,2.88,5.74,4.17,4.88,5.06,5.41,4.12,4.61,4.5,-1.09,2.86,2.82
Depreciation,0.12,0.12,0.08,0.14,0.14,0.14,-0.04,0.08,0.08,0.08,0.08,0.08,0.08
Profit before tax,0.55,0.33,-8.43,0.04,0.06,0.26,5.92,0.24,0.3,0.16,0.01,2.53,0.92
Tax %,25.45,27.27,3.8,25.0,33.33,0.0,25.0,25.0,23.33,25.0,1800.0,25.69,27.17
Net Profit,0.41,0.25,-8.11,0.04,0.05,0.26,4.43,0.18,0.23,0.12,-0.17,1.89,0.68
EPS in Rs,0.02,0.01,-0.38,0.0,0.0,0.01,0.21,0.01,0.01,0.01,-0.01,0.09,0.03
