,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,75.57,67.76,109.66,90.0,102.77,88.92,36.42,131.89,134.24,104.71,124.51,188.03
Inventory Days,361.36,484.26,288.61,275.19,152.39,102.72,168.84,184.91,301.69,243.23,300.66,285.14
Days Payable,138.72,154.91,198.46,103.01,192.21,18.98,156.27,152.7,164.5,167.18,129.08,194.05
Cash Conversion Cycle,298.21,397.12,199.81,262.18,62.95,172.66,48.99,164.11,271.42,180.76,296.09,279.12
Working Capital Days,150.38,158.59,104.54,136.44,-56.89,-126.67,165.25,205.04,177.07,173.62,44.84,54.17
ROCE %,11.6,5.47,11.0,-4.08,-8.4,-4.91,-11.74,-8.51,7.41,13.71,18.98,21.64
