,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,45.0,52.71,43.28,50.33,64.44,63.99,79.12,87.62,104.84,103.3,103.58,97.8,109.09
Expenses,40.0,49.31,43.23,47.07,66.54,65.74,68.89,84.37,100.44,93.92,93.43,86.98,100.33
Operating Profit,5.0,3.4,0.05,3.26,-2.1,-1.75,10.23,3.25,4.4,9.38,10.15,10.82,8.76
OPM %,11.11,6.45,0.12,6.48,-3.26,-2.73,12.93,3.71,4.2,9.08,9.8,11.06,8.03
Other Income,-0.18,1.73,3.86,1.65,7.37,7.17,-2.04,2.99,2.54,1.88,10.63,3.5,7.49
Interest,1.31,1.4,1.96,1.71,1.89,1.9,1.98,1.57,1.39,1.54,1.93,1.27,1.06
Depreciation,0.69,0.71,1.02,0.84,0.87,0.89,0.91,0.93,0.99,1.03,1.12,1.24,1.25
Profit before tax,2.82,3.02,0.93,2.36,2.51,2.63,5.3,3.74,4.56,8.69,17.73,11.81,13.94
Tax %,28.01,27.81,35.48,38.56,27.89,27.76,27.55,31.28,28.95,29.23,29.72,29.55,29.2
Net Profit,2.04,2.18,0.61,1.45,1.81,1.9,3.84,2.58,3.24,6.15,12.45,8.32,9.87
EPS in Rs,0.39,0.42,0.12,0.28,0.35,0.36,0.73,0.49,0.62,1.18,2.38,1.59,1.89
