,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,32.0,37.0,49.0,51.0,57.0,54.0,62.0,66.0,63.0,66.0,76.0,84.0,75
Expenses,27.0,29.0,38.0,39.0,42.0,42.0,49.0,52.0,50.0,56.0,65.0,70.0,61
Operating Profit,5.0,8.0,11.0,12.0,14.0,13.0,13.0,14.0,13.0,11.0,11.0,14.0,15
OPM %,16.0,21.0,23.0,24.0,25.0,23.0,21.0,21.0,20.0,16.0,15.0,16.0,19
Other Income,1.0,1.0,1.0,2.0,2.0,2.0,5.0,6.0,4.0,8.0,5.0,5.0,7
Interest,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4
Profit before tax,5.0,7.0,10.0,11.0,14.0,12.0,15.0,17.0,14.0,15.0,13.0,15.0,18
Tax %,19.0,18.0,23.0,23.0,25.0,25.0,21.0,15.0,23.0,19.0,20.0,19.0,
Net Profit,4.0,6.0,8.0,9.0,10.0,9.0,12.0,14.0,11.0,12.0,10.0,12.0,14
EPS in Rs,8.45,11.49,15.53,17.41,20.47,18.33,24.32,28.76,21.43,24.52,20.59,24.26,28.80
