,2018-09-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-4.18,-5.38,-10.46,1.6800000000000002,2.99,1.32
Cash from Investing Activity,-0.37,-0.77,-0.43,-0.2,-1.76,-2.34
Cash from Financing Activity,4.82,8.73,9.29,-0.76,-0.19,0.52
Net Cash Flow,0.26,2.59,-1.6,0.72,1.04,-0.5
