,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,12.63,12.63,12.63,12.63,12.63,12.63,12.62,12.62,12.62,12.62,12.62,12.62,12.62
Reserves,-70.29,-69.59,-62.92,-68.69,-63.83,-54.82,-49.69,-47.39,6.3,6.36,-31.89,-30.22,-28.87
Borrowings,133.21,132.21,130.8,111.05,101.1,89.54,74.77,58.68,19.17,19.07,19.07,19.07,18.87
Other Liabilities,31.65,32.17,31.87,37.38,43.76,48.88,58.99,69.59,33.76,34.55,7.21,4.28,4.45
Total Liabilities,107.2,107.42,112.38,92.37,93.66,96.23,96.69,93.5,71.85,72.6,7.01,5.75,7.07
Fixed Assets,78.38,80.79,81.1,78.36,78.93,78.39,81.08,77.6,67.11,67.11,2.54,3.12,3.05
CWIP,2.04,2.07,2.1,0.09,0.26,0.26,0.0,0.0,0.31,0.76,0.6000000000000001,0.0,0.0
Investments,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.25,0.25,0.24,0.0,0.1
Other Assets,26.6,24.38,29.0,13.74,14.29,17.58,15.61,15.9,4.18,4.48,3.63,2.63,3.92
Total Assets,107.2,107.42,112.38,92.37,93.66,96.23,96.69,93.5,71.85,72.6,7.01,5.75,7.07
