,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,6.3,6.11,6.42,6.42,5.86,5.35,5.42,5.42
FIIs,0.0,2.76,2.76,2.76,2.76,2.76,2.76,2.76
DIIs,6.27,3.51,3.51,3.51,3.5,3.45,3.46,3.46
Government,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Public,87.43,87.61,87.31,87.31,87.88,88.43,88.36,88.36
No. of Shareholders,13762.0,13282.0,12993.0,12726.0,12695.0,13958.0,14281.0,17150.0
