,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,45.04,53.31,49.11,43.31,56.78,66.81,53.21,61.32,59.14,-0.09,0.00,0.00,0.0
Expenses,47.88,52.63,37.74,49.35,50.92,61.0,53.13,64.67,62.26,0.76,2.24,2.72,1.62
Operating Profit,-2.84,0.68,11.37,-6.04,5.86,5.81,0.08,-3.35,-3.12,-0.85,-2.24,-2.72,-1.62
OPM %,-6.31,1.28,23.15,-13.95,10.32,8.7,0.15,-5.46,-5.28,,,,
Other Income,2.42,2.67,-1.83,7.85,3.19,8.02,10.3,9.71,19.7,0.94,-37.23,4.44,4.08
Interest,0.85,1.21,1.38,2.65,3.48,2.54,3.0,3.31,0.65,0.02,0.01,0.01,0.18
Depreciation,1.35,1.44,1.49,4.92,0.72,1.38,2.25,0.74,0.36,0.00,0.00,0.04,0.02
Profit before tax,-2.62,0.7,6.67,-5.76,4.85,9.91,5.13,2.31,15.57,0.07,-39.48,1.67,2.26
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,
Net Profit,-2.62,0.7,6.67,-5.77,4.85,9.92,5.13,2.31,15.57,0.06,-39.48,1.67,2.26
EPS in Rs,-2.08,0.55,5.29,-4.57,3.84,7.86,4.07,1.83,12.34,0.05,-31.29,1.32,1.79
