,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.0,0.0,0.0,0.0,0.02,0.11,5.08,5.27,6.51,5.79,15.35,31.4,32.80
Expenses,0.0,0.0,0.0,0.0,0.02,0.11,4.84,4.43,6.43,5.71,14.6,30.38,25.66
Operating Profit,0.0,0.0,0.0,0.0,0.00,0.00,0.24,0.84,0.08,0.08,0.75,1.02,7.14
OPM %,,,,,0.00,0.00,4.72,15.94,1.23,1.38,4.89,3.25,21.77
Other Income,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.03,0.07,0.00,0.17,-0.52,-0.55
Interest,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.04,0.06
Depreciation,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.35,0.59
Profit before tax,0.0,0.0,0.0,0.0,0.00,0.00,0.24,0.87,0.15,0.08,0.91,0.11,5.94
Tax %,,,,,,,29.17,26.44,20.00,25.00,25.27,509.09,
Net Profit,0.0,0.0,0.0,0.0,0.00,0.00,0.17,0.65,0.12,0.06,0.68,-0.45,4.84
EPS in Rs,,,,,,,,,,,0.59,-0.39,3.13
