,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24
Reserves,-1.45,-1.44,-1.3,-1.53,-1.61,-1.63,-1.72,-1.81,-1.87,-1.93,-2.02,-2.1,-2.16
Borrowings,0.07,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.14,0.15,0.15,0.24,0.0
Other Liabilities,0.88,2.07,0.64,0.1,0.05,0.02,0.14,0.17,0.05,0.1,0.16,0.17,0.01
Total Liabilities,3.74,4.87,3.58,2.81,2.68,2.63,2.69,2.69,2.56,2.56,2.53,2.55,2.09
Fixed Assets,0.13,0.1,0.07,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,3.61,4.77,3.51,2.77,2.66,2.61,2.67,2.67,2.54,2.54,2.51,2.53,2.07
Total Assets,3.74,4.87,3.58,2.81,2.68,2.63,2.69,2.69,2.56,2.56,2.53,2.55,2.09
