,2021-09-01,2022-09-01,2023-09-01
Sales,0.54,-0.00,-0.00
Expenses,0.77,0.48,1.29
Operating Profit,-0.23,-0.48,-1.29
OPM %,-42.59,,
Other Income,-0.0,0.55,0.53
Interest,-0.0,-0.00,-0.00
Depreciation,3.93,3.23,2.85
Profit before tax,-4.16,-3.16,-3.61
Tax %,-0.0,-0.00,-0.00
Net Profit,-4.16,-3.16,-3.61
EPS in Rs,-0.06,-0.04,-0.05
