,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-16,-14,12,-13,1,6,11,24,-4
Cash from Investing Activity,1,3,-4,4,-2,0,0,-12,-7
Cash from Financing Activity,14,4,-2,3,-2,-1,-4,-2,1
Net Cash Flow,0,-7,6,-6,-2,4,8,9,-10
