,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,32.76,34.83,50.18,62.13,63.33,68.25,93.73,105.46,90.35,105.09,121.05,119.53,116.87
Expenses,33.22,35.79,47.11,59.34,60.15,65.28,90.33,96.7,81.33,93.31,107.37,106.71,105.25
Operating Profit,-0.46,-0.96,3.07,2.79,3.18,2.97,3.4,8.76,9.02,11.78,13.68,12.82,11.62
OPM %,-1.4,-2.76,6.12,4.49,5.02,4.35,3.63,8.31,9.98,11.21,11.3,10.73,9.94
Other Income,0.04,0.26,0.17,0.21,0.11,0.05,0.67,0.15,0.43,0.08,0.45,0.35,0.9
Interest,3.53,3.37,3.11,2.64,2.82,2.58,2.67,2.44,3.05,2.75,2.74,2.79,3.11
Depreciation,7.29,6.9,6.58,6.44,6.46,6.87,6.98,6.3,5.96,6.04,6.4,7.3,7.42
Profit before tax,-11.24,-10.97,-6.45,-6.08,-5.99,-6.43,-5.58,0.17,0.44,3.07,4.99,3.08,1.99
Tax %,6.94,8.93,8.22,1.97,-1.0,-0.93,16.13,0.0,0.0,0.0,-1.4,1.3,2.01
Net Profit,-10.46,-10.0,-5.92,-5.96,-6.06,-6.49,-4.68,0.17,0.44,3.07,5.06,3.04,1.95
EPS in Rs,-8.65,-8.27,-4.9,-4.93,-5.01,-5.1,-3.68,0.13,0.35,2.41,3.98,2.29,1.37
